Date,Open,High,Low,Close,Volume
2024-09-19,117.03596036023048,119.3397837869768,116.93622949013678,117.55457305908205,293506400
2024-09-20,116.74674381909426,118.30257441739376,115.0812145821692,115.68958282470705,382462400
2024-09-23,116.23810791147416,116.67692526968904,114.55262802291854,115.94888305664062,206228500
2024-09-24,116.20818172536411,121.47405850127808,115.07123304654732,120.54654693603516,354966800
2024-09-25,121.69345582540068,124.60564732192762,121.28455699350084,123.17947387695312,284692900
2024-09-26,126.46068519535362,127.3283521984154,121.4740652366879,123.70806884765624,302582900
2024-09-27,123.63824884420144,123.6980858451405,118.94085404604166,121.07512664794922,271009200
2024-09-30,117.99339197466074,121.17485775300766,117.8338241021894,121.11502075195312,226553700
2024-10-01,121.44412897274736,122.11234177416986,115.48013626179672,116.68689727783205,302094500
2024-10-02,116.12839762685849,119.06052472572212,114.8318735101862,118.53194427490234,221845900
2024-10-03,120.59640479294298,124.0272014617696,120.01795510176126,122.521240234375,277118000
2024-10-04,124.60565935860969,124.70539023390369,121.50398120040512,124.58570861816406,243678100
2024-10-07,124.6554993994274,130.29038038073284,124.61560553442446,127.3781967163086,346250200
2024-10-08,129.9114112143918,133.1227955252644,129.07366275536995,132.5343780517578,285722500
2024-10-09,133.75111306364067,134.16001952786942,131.02842299164354,132.29501342773438,246191600
2024-10-10,131.55698582348705,134.63871270645942,130.64941751515693,134.44921875,242311300
2024-10-11,133.6513755856735,135.4166432187145,133.30232133780012,134.43927001953125,170209500
2024-10-14,136.1047914480544,139.22642006970025,135.9352482142016,137.7005157470703,232347700
2024-10-15,137.50104323972985,138.1991821543322,128.3954862474048,131.24783325195312,377831000
2024-10-16,133.62146232310147,136.25439701653357,131.22789086287457,135.3568115234375,264879700
2024-10-17,138.96712260930138,140.512977854023,136.50373111006368,136.56356811523438,306435900
2024-10-18,138.2988966827743,138.52827690762766,136.9126171376927,137.6306915283203,176090200
2024-10-21,137.76036967912168,143.325439453125,137.63071268872676,143.325439453125,264554500
2024-10-22,142.52756130979012,144.03351491090646,141.40058044009385,143.2057342529297,226311600
2024-10-23,141.6498992013604,142.0488226372904,137.09213731314802,139.18650817871094,285930000
2024-10-24,140.4431777464081,140.97175826689335,138.08949241788707,140.03427124023438,172354900
2024-10-25,140.55284095753052,143.74428940833508,140.42319920700885,141.1612091064453,205122100
2024-10-28,142.6173258267159,142.7569505719539,139.67522319765803,140.1439666748047,173586700
2024-10-29,139.91457158033694,141.8793009979601,138.52829188537018,140.87200927734375,157593600
2024-10-30,139.16654849713757,139.95444277669785,136.4438589379193,138.9670867919922,179418100
2024-10-31,137.2317836775648,137.24175143875112,131.756469630996,132.40472412109375,270039600
2024-11-01,134.33951978002003,136.94253564166783,134.2098780275083,135.0376434326172,207127800
2024-11-04,136.84282779526694,138.58814473225323,135.207217103038,135.68592834472656,187528200
2024-11-05,137.082190110359,139.99437456292023,136.962516091939,139.53561401367188,160537400
2024-11-06,142.577419626437,146.09797148430005,141.58009580907174,145.22032165527344,242043900
2024-11-07,145.9982407267333,148.53143666074,145.77882825788768,148.48158264160156,207323300
2024-11-08,148.37188826922187,149.369212218998,145.8685954157921,147.2349395751953,175665800
2024-11-11,148.28212306443757,148.45168153400843,143.18581210072784,144.87127685546875,182325600
2024-11-12,146.3871892091523,149.2495037052901,145.61924560605905,147.8931427001953,198634700
2024-11-13,148.67109606044525,148.93039482211316,145.50956558703103,145.8785858154297,191903300
2024-11-14,147.24491377788954,148.60127501764129,145.16051028397845,146.3672637939453,194463300
2024-11-15,144.4823175216733,144.85133773586546,139.70514243904907,141.6000518798828,250132900
2024-11-18,139.1266784396513,141.1711953957962,136.7829612819808,139.77493286132812,221205300
