Date,Open,High,Low,Close,Volume
2024-09-18,369.54468777855766,370.44409083985255,366.9465071461801,368.1456604003906,20371244
2024-09-19,371.0436644924119,371.7801552237548,363.1491242791392,365.2476806640625,15530566
2024-09-20,363.94860546335667,367.4461894183996,362.349703841749,363.1491394042969,38186916
2024-09-23,364.24834207144715,366.24696123233304,362.64944064343683,365.6473693847656,14303238
2024-09-24,363.6487441878217,365.946168097841,361.84999917148434,364.0484619140625,15278226
2024-09-25,363.34896954835017,366.0470871176411,362.8493147581287,365.6473693847656,14533383
2024-09-26,366.7466342984549,366.946508423107,357.2172069297051,358.25250244140625,14945982
2024-09-27,356.7535612159583,362.44963867767495,356.7535612159583,360.4510192871094,14541246
2024-09-30,359.35179578036303,361.4503523755785,358.05267479450885,358.4524230957031,22084276
2024-10-01,358.35245843924923,362.34969717142934,357.15327462099066,359.2518310546875,40344183
2024-10-02,358.15258265383926,359.0709545916006,354.05540687293023,354.6549987792969,20892856
2024-10-03,357.7528302538526,368.14564380438355,352.55640823033303,363.7486877441406,31548164
2024-10-04,365.4475347897835,366.94649919745854,358.75214823689794,361.949951171875,13984090
2024-10-07,363.6487809499126,363.84865508149255,356.45376966069523,359.5516052246094,12687753
2024-10-08,360.55090183420697,362.8133463967047,359.7514663298556,360.15118408203125,8353684
2024-10-09,360.35103482570065,364.64805375167754,359.65150593239855,364.0484619140625,10353192
2024-10-10,359.19378662109375,361.6923522354587,357.25889277331913,359.19378662109375,10334446
2024-10-11,358.7940111390865,359.2937242465226,352.8974025713546,356.99505615234375,10673798
2024-10-14,356.2954406738281,357.49476431511334,354.32056132452703,356.2954406738281,14242809
2024-10-15,357.3948119329956,358.49418684289793,353.49705588885735,356.3953857421875,23149696
2024-10-16,357.89454952963774,358.893975788866,353.6969470408517,354.8962707519531,18295248
2024-10-17,354.8962588516313,363.09153560245863,354.4964944613586,361.8922424316406,20336250
2024-10-18,360.0932678425385,361.5924072265625,357.1429656827886,361.5924072265625,56589317
2024-10-21,360.59296612582926,361.5923923407014,356.99505615234375,356.99505615234375,12405948
2024-10-22,355.89569091796875,356.4953527632528,352.297750346333,355.89569091796875,15686162
2024-10-23,355.89566011560765,359.29370294469595,353.0972485798376,353.3970947265625,61376030
2024-10-24,354.696349017787,356.89509883759155,353.1972097315748,356.3953857421875,6927693
2024-10-25,355.8956587808977,357.19490057830234,351.67008818279845,352.5975341796875,14308965
2024-10-28,353.49704344213745,355.89566011560765,351.51017765675454,353.3970947265625,16059052
2024-10-29,355.29601265331314,356.1954901296372,345.7015150723664,348.0002136230469,21246584
2024-10-30,345.60159544563584,352.2977637220834,345.40172848966506,347.20068359375,18927792
2024-10-31,345.10185896799715,346.0013669592797,337.5062441532322,342.003662109375,39121061
2024-11-01,343.2029567885068,349.2994628117002,342.8031924017544,347.8003234863281,25485375
2024-11-04,347.40057255763764,353.69694576809064,347.20067510648374,351.59814453125,52229371
2024-11-05,350.6986512989903,353.6969299316406,350.13497955206225,353.6969299316406,18007998
2024-11-06,357.3947863213418,361.0926446622955,354.99616973530556,357.0949401855469,49713286
2024-11-07,356.9950381412814,358.2942799550389,348.3000183105469,348.3000183105469,19339908
2024-11-08,347.4005700209884,348.3999962693226,337.70612321211905,345.001953125,28039239
2024-11-11,345.4017346603945,347.10074106681265,342.6033227261827,343.70269775390625,17436920
2024-11-12,341.2041174338612,341.9037280125463,339.70497805102343,341.6038818359375,24920336
2024-11-13,341.30406369974577,342.30348994776847,338.00596928129835,340.00482177734375,23249519
2024-11-14,341.8037756287634,344.2023925156182,340.60445193530177,341.7038269042969,21563489
2024-11-15,340.80433263081994,346.0013610469179,340.20467081356753,345.50164794921875,16146062
2024-11-18,345.30173126513216,347.7003479003906,343.00306334385635,347.7003479003906,37056378
2024-11-19,348.20006097023884,348.39995839820426,344.9019669092666,347.7003479003906,11690606
2024-11-20,347.4005676549569,350.5317656776526,346.0013770168322,348.3999938964844,29447333
2024-11-21,348.7997352823998,350.9984850687337,347.4005447365811,350.6986389160156,45144705
2024-11-22,353.3971020251221,355.49590309527883,351.69806532545556,353.19720458984375,17830136
2024-11-25,353.39711540440857,353.89682851145665,347.9002712268798,351.9979248046875,52707488
2024-11-26,351.3982677650837,354.39654644823275,350.1989440917969,350.1989440917969,19234932
2024-11-27,350.898525021125,358.2942723817107,350.7985763067795,357.6946105957031,32233849
2024-11-28,363.9910158649689,367.4890073883827,361.1926043461985,365.9898681640625,13745078
2024-11-29,364.7905677027568,367.0892357923636,362.9916127195921,366.18975830078125,14636672
2024-12-02,366.88935787904575,368.98815896335753,364.2908437032343,366.4895935058594,10480184
2024-12-03,366.4896155907597,371.58666503115415,366.4896155907597,370.8870849609375,9721257
2024-12-04,371.3867896160051,374.68488394343433,371.3867896160051,372.7859802246094,33294136
2024-12-05,375.08465452194315,375.08465452194315,371.386795745322,374.2851257324219,21116198
2024-12-06,373.98531354011425,374.48502666323037,366.6894836425781,366.6894836425781,37731399
2024-12-09,366.9893150189042,368.18860816598436,363.69119023928243,364.5906677246094,7971824
2024-12-10,365.3902405579686,370.08752560024806,365.1903431093318,368.3885192871094,25395230
2024-12-11,366.6894849390133,371.5866674628514,366.589536214023,369.98760986328125,31375394
2024-12-12,369.4878821299279,371.5866527714017,366.5895217201452,370.3873596191406,9255862
2024-12-13,370.28742070351876,371.78656005859375,369.48789191417274,371.78656005859375,8880495
2024-12-16,371.4867346980744,374.9847264353441,370.88707287167176,372.88592529296875,31124111
2024-12-17,370.7871520506507,375.1846216083803,370.2874389077253,373.7854309082031,11827794
2024-12-18,373.08579954833215,375.4844469009611,370.7871314188088,372.68603515625,22537122
2024-12-19,370.9870065606099,371.8744974877064,367.98872805015264,368.2885437011719,22673911
2024-12-20,367.5889488988057,368.6883238329919,364.3908033176166,366.18975830078125,40046437
