Date,Open,High,Low,Close,Volume
2024-09-18,410.54835799665767,411.99677680607806,408.95011011689377,409.8990783691406,46564123
2024-09-19,414.4939889142861,419.7382192499494,414.1823200913239,416.9912414550781,37958785
2024-09-20,411.0977166591656,414.823628565557,406.3030037926596,409.0999145507813,92290197
2024-09-23,411.4973388093037,413.44517775131,408.3907403971572,411.2975463867188,20031081
2024-09-24,412.3463616015191,416.27904693537454,409.69927978515625,409.69927978515625,75926000
2024-09-25,407.15204797249095,409.34961185117095,398.2428437380689,399.8101196289063,71570657
2024-09-26,382.57908965950617,386.6246265863106,379.28272849574256,383.42816162109375,116231175
2024-09-27,384.7766795136409,390.170738846553,384.02750375951314,387.7234191894531,94870761
2024-09-30,392.56809034761056,395.01540997469095,388.422657322427,391.26953125,35750230
2024-10-01,390.5703453006887,402.3074336824869,386.9742951039248,400.5593566894531,47005085
2024-10-02,406.0533020341774,413.1455060262938,405.4040224081761,406.1531982421875,49730594
2024-10-03,409.5494687702953,410.6981989883301,404.80468833942,408.5505676269531,63566854
2024-10-04,411.94681508585313,417.6904965160188,411.0977430384983,416.3919372558594,32703997
2024-10-07,419.23881283907735,425.5318777101882,416.6416638266667,421.63616943359375,30854016
2024-10-08,418.38969280378825,418.6394180554936,405.4539125718404,406.0033264160156,41006876
2024-10-09,401.8578990643584,407.7014765776698,401.8578990643584,405.9533996582031,25396232
2024-10-10,406.55272343290176,413.0955130537463,405.847505639077,410.39849853515625,25972269
2024-10-11,407.55161186024327,411.597148754946,403.6559040201518,409.0000305175781,29864221
2024-10-14,405.4040167858818,409.5993831077371,404.7047738235514,407.9512023925781,29113517
2024-10-15,391.8688721459288,396.16416497792886,387.57360979796977,392.0686645507813,58233839
2024-10-16,393.0675422395835,398.89313358452,393.0675422395835,395.0154113769531,84889024
2024-10-17,395.2151689024293,401.27051838372137,394.9155108003295,399.5603942871094,33733273
2024-10-18,401.1087275411626,405.8535078020024,397.1630864567846,399.160888671875,30968082
2024-10-21,400.9089367076684,407.90124395639407,400.9089367076684,404.4050903320313,27816924
2024-10-22,403.7557991506684,407.4017817287572,401.9078261912416,406.0033264160156,27637025
2024-10-23,404.5049735468593,407.0521589120799,401.85786150044487,402.2574462890625,24362222
2024-10-24,404.0055104010684,410.3485071873259,401.3583984375,401.3583984375,58531657
2024-10-25,401.5083076651293,406.5028131443122,400.7091684980347,404.4550476074219,24028000
